SKU,Handle,Name,Description,Vendor,Type,Tags,Stock,Sale price,Regular price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s)
stamp1065,2017 US Snowy Day Booklet,2017 US Snowy Day Booklet,"<p>The United States Postal Service will issue four forever stamps Oct. 4 reproducing scenes from Ezra Jack Keats’ classic children’s book, The Snowy Day.</p><p>The story of Peter, the boy in the red snowsuit, is summed up in the publisher’s blurb on the book’s dust-jacket flap: “The quiet fun and sweetness of this small boy’s small adventures in the deep, deep snow have the true quality of all childhood’s delight in contented solitude. Beautiful spacious pictures and just the right number of the right words tell a story to love and remember.”</p><p>Published in 1962, The Snowy Day won the Randolph Caldecott Medal the following year for the most distinguished picture book for children.</p><p>Participating in the ceremony will be Linda E. Johnson, the Brooklyn Public Library president and CEO; children’s author Andrea Davis Pinkney, who wrote A Poem for Peter, The Story of Ezra Jack Keats and the Creation of The Snowy Day; Deborah Pope, executive director of the Ezra Jack Keats Foundation; and Roderick N. Sallay, USPS government relations and public policy acting director.</p><p>In A Poem for Peter, Pinkney said, “As an African American child growing up in the 1960s, at a time when I didn’t see others like me in children’s books, I was profoundly affected by the expressiveness of Keats’s illustrations.”</p><p>The Snowy Day Stamps are being issued in a double-sided pane of 20, with five of each design. The first design shows Peter forming a snowball to put in his pocket to keep for the next day. In the second design, he is sliding down a “heaping mountain of snow.” The third stamp depicts Peter making a snow angel, and the fourth shows the tracks he made while crunching through the snow with his toes pointing in.</p><p>Keats (1916-83), the son of Polish-Jewish immigrants, grew up in Brooklyn, excelling at art at a young age. Although he received scholarships to attend art school, he worked to support his family instead (his father had died a day before Keats’ high school graduation in 1935).</p><p>His jobs during the Depression included working as a mural artist for the WPA (Works Progress Administration) and as an illustrator of backgrounds for the Captain Marvel comics. Also, according to Keats’ biography on the website of the Ezra Jack Keats Foundation, he designed camouflage patterns while serving in the Army during World War II.</p><p>After the war, he studied art in Paris and then returned to New York to work as a commercial artist.</p><p>He began illustrating children’s books in the 1950s, and co-wrote and illustrated My Dog is Lost in 1960.</p><p>The Snowy Day came two years later, but the inspiration of  the snowy day stamps for the character of Peter originated two decades earlier when Keats saw a series of black-and-white photographs in Life magazine of an African-American boy in Georgia reacting to a blood test.</p><p>Keats also tried new artistic techniques in the book. The Ezra Jack Keats Foundation said that a “collage with cutouts of patterned paper, fabric and oilcloth; homemade snowflake stamps; spatterings of India ink with a toothbrush — were methods Ezra had never used before.”</p><p>In addition to other awards and recognition, The Snowy Day was listed on the Library of Congress’ online exhibit “Books That Shaped America”. This listing honors The Snowy Day as the “first full-color picture book with an African-American as the main character.”</p><p>Among the more than 20 other books that Keats would write for children, six of them featured Peter. One of these, A Letter to Amy, even has a postal theme, showing Peter writing a party invitation and then venturing out in a storm to mail it. After he finished his invitation, Peter said, “Now I’ll mail it,” and his mother reminded him, “Put on a stamp.”</p><p>“The Snowy Day,” will be showcased in this set of four stamps. Written and illustrated by the children’s author, Ezra Jack Keats, it was one of the first prominent 20th-century picture books centered on an African-American child. Each of the four new stamps in this booklet features a different illustration of main character Peter exploring and playing in his neighborhood while wearing his red snowsuit. The images picture Peter forming a snowball, sliding down a mountain of snow, making a snow angel and leaving footprints in the snow.</p><p>Forever stamps will always be equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Landscapes Stamps",116,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185638.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185659.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185711.png",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
stamp1066,2011 US Wedding CELEBRATE Sheet,2011 US Wedding CELEBRATE Sheet,"<p>In 2011, in Cleveland, Ohio, the Postal Ser­vice issued a Neon Celebrate! special Forever Stamp, in one design in a pressure-sensitive adhesive (PSA) pane of 20 stamps. The stamp was designed by Phil Jordan, Falls Church, Virginia.</p><p>The stamp design is similar to the Neon Celebrate forever stamp issued March 25, 2011, but the “Forever” and “USA” inscriptions, which appear in the upper left and right corners of the 2011 stamp, have been moved to the lower half of the stamp on the new issue.</p><p>Inspired by a visit to the Museum of Neon Art in Los Angeles, Art Director Phil Jordan began to think about the possibility of using neon to depict a stamp subject. He decided that a “Neon Celebrate!” stamp, with its imagery of vivid colors, fit the bill. The black background of the stamp is reminiscent of a night sky. Like a fireworks display on a summer evening, brilliantly colored images of swirls, cir­cles, and dashes in pink, blue, orange, yellow, and green seem to erupt from the ground to illuminate the darkness. Each letter of the word “Celebrate” and the exclamation point that is part of this stamp’s official title, are highlighted in bright white light.</p><p>The stamp was designed by USPS art director Phil Jordan, working with neon artist Michael Flechtner of Van Nuys, Calif.</p><p>Around the world, celebrations are a time for family and friends to come together to honor many happy occasions. From birthdays and anniversaries to new jobs and well-deserved retirements, celebrations are a time of joy and togetherness.</p><p>Jordan selected fine-artist Michael Flechtner to design America’s first neon stamp. Flechtner found his inspiration for the stamp in a fireworks display, noting that “…fireworks, with all their color, light, and motion, was the embodiment of a celebration.”</p><p>Forever stamps will always be equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"All Stamps, Any Occasion Stamps, Booklet, Format Stamps",144,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185036.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185307.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104185324.png",Specification,"5 booklets of 100 stamps, 10 booklets of 200 stamps, 25 booklets of 500 stamps",,
stamp1067,2021 US Backyard Games Sheet,2021 US Backyard Games Sheet,"<p>With this pane of 16 Forever® stamps, the U.S. Postal Service celebrates the variety of games Americans play for outdoor recreation.</p><p>The stamp pane features eight unique designs illustrating eight backyard games—badminton, bocce, cornhole, croquet, flying disc, horseshoes, tetherball, and a variation on pick-up baseball. Each design emphasizes the movement of the game pieces, giving a dynamic quality to the artwork, with a simplified style that evokes the nostalgic feeling of playing backyard games as a child.</p><p>As temperatures warm up, Americans head outside to relax and enjoy the sunshine. With a touch of strategy, a bit of luck, and a healthy dose of friendly competition, backyard games provide almost endless amusement. At the beach, in a public park, or in your own backyard, these games are a great way for children and adults to have fun while enjoying the company of friends and family.</p><p>Greg Breeding was the art director. Mike Ryan designed the stamps with original artwork by Mick Wiggins.</p><p>The <strong><i>Backyard Games</i></strong> stamps are being issued as Forever stamps. These Forever stamps are always equal in value to the current First-Class Mail® one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Format Stamps, Sheet, Sports Stamps",108,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/481204-T0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481204-Z0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481204-Z1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481204-Z2.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1068,2022 US Tulips Sheet,2022 US Tulips Sheet,"<p>A perennial source of beauty on U.S. stamps, flowers provoke a swirl of emotions that transcend words. This stamp offers a bright, cheerful panorama of tulips that are sure to evoke positive feelings as they appear by the millions on letters and cards. Similar in design to the two-ounce <strong><i>Sunflower Bouquet</i></strong> stamp also issued in 2022, this Forever® stamp can be used on RSVP envelopes often enclosed with wedding invitations. In addition to regular correspondence, it is also perfect for party invitations, thank-you notes, and important announcements.</p><p>The stamp features a colorful array of tulips against a bright white background. To create this image, the photographer backlit a wide, horizontal arrangement of flowers on a light box. Since this composition was wider than his camera could photograph at high resolution, he made three separate images, moving from left to right. Each image was exposed six times at different exposure values. He digitally combined the resulting eighteen captures to form a single image.</p><p>From their origins as a wildflower in central Asia, tulips have been cultivated around the world for centuries. Now grown in innumerable variations of color, size, and petal shape, they are considered an appropriate flower for virtually any occasion. Featuring a luminous, almost ethereal assortment of overlapping tulips in red, orange, yellow, purple, and white, this stamp is intended to lift the spirits of anyone who sees it on an envelope.</p><p>The stamp was designed by art director Ethel Kessler, with digital photography by Harold Davis.</p><p>The <strong><i>Tulips</i></strong> stamp is being issued as a Forever stamp. This Forever stamp will always be equal in value to the current First-Class Mail® one-ounce price.</p><p>Made in the USA.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2022, All Stamps, Flowers Stamps, Format Stamps, Sheet, Wedding",150,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/580204-T0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/580204-Z0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/580204-Z2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/580204-Z1.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1069,US 2021 Colorado Hairstreak Sheet,US 2021 Colorado Hairstreak Sheet,"<p>The Colorado hairstreak butterfly graces the eighth non-machineable butterfly stamp for use on irregularly sized envelopes, such as square greeting cards, invitations, or announcements.</p><p>The stamp art was digitally created using images of preserved butterflies as a starting point. The result is a highly stylized, simplified image of a Colorado hairstreak rather than an exact replica.</p><p>The shimmering purple Colorado hairstreak butterfly (<i>Hypaurotis crysalus</i>) dwells in the forest canopy of that state and much of the Southwest. Never venturing far from its host plant, the Gambel oak (<i>Quercus gambelii</i>), it feeds on tree sap and fallen raindrops.</p><p>The Colorado hairstreak – Colorado’s official state insect – has slender, hair-like, hind-wing appendages that resemble antennae. Nearby, on the underside of the wings, are spots that look like eyes and the thin streaks that give the hairstreak its name. Pointing its abdomen upward with false antennae held high, the butterfly’s evolutionary decoys fool predators into attacking the false head on the wing. A hungry bird ends up with an unsatisfying beakful of scaly wing.</p><p>In autumn, after mating, the female lays her eggs. The plump, green caterpillar hatches in spring and feeds on tender new oak leaves. After metamorphosis, the Colorado hairstreak butterfly, with a wingspan of about 1<sup>1/2</sup> inches, darts in and out of the tree branches in quick, erratic flight.</p><p>The square format of the stamp was developed in partnership with the greeting card industry specifically for oversized or square envelopes. These envelopes cannot pass through the automated Postal processing system and have to be hand-cancelled. They are charged a non-machineable surcharge even if they weigh less than one ounce. Greeting card envelopes printed with a silhouette of a butterfly indicate the need for additional postage or the use of a butterfly stamp. Any non-machineable envelope, like oddly shaped or vertical envelopes, as well as lumpy envelopes, rigid envelopes, or mail with clasps, ribbons, or buttons, may use this stamp.</p><p><b><i>Colorado Hairstreak</i></b> is available in sheets of twenty. The words “NON-MACHINEABLE SURCHARGE” on the stamp indicate its usage value. Like a Forever® stamp, this stamp will always be valid for the rate printed on it.</p><p>Nationally known artist Tom Engeman created the stamp art. Art director Derry Noyes designed the stamp.</p><p>Made in the USA</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Animals Stamps, Format Stamps, Sheet",177,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/55-2021紫蝴蝶-570x570-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/微信图片_20221104181953.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/121204-L1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/121204-L2.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1070,2016 US Florentine Madonna and Child Booklet,2016 US Florentine Madonna and Child Booklet,"<p>The Florentine Madonna and Child stamps will be issued nationwide Oct. 18, welcomed with a noon first-day ceremony at the Smithsonian National Postal Museum, 2 Massachusetts Ave. NE, Washington, D.C. The ceremony is free and open to the public.</p><p>The Christmas stamp, issued in a double-sided pane of 20 described by the United States Postal Service as a booklet, features a detail from the 15th-century tempera-on-poplar panel painting in the Widener Collection at the National Gallery of Art. The artist is unknown, identified simply as “a follower of Fra Filippo Lippi and Pesellino.”</p><p>The ceremony was originally announced as taking place Oct. 11 at the National Gallery of Art, but the Postal Service announced a change of date and venue on Sept. 22.</p><p>The National Gallery of Art obtained the painting in 1942, described as “inheritance from Estate of Peter A.B. Widener by gift through power of appointment of Joseph E. Widener, Elkins Park.”</p><p>The artist portrayed the Madonna and the standing infant Jesus in front of a tangle of flowering roses in pink, white and red. Mary holds the baby delicately with both hands.</p><p>The stamp design adds a silver frame all around, with the inscription “CHRISTMAS” in the frame across the top, and “15th c. Florentine, National Gallery of Art” along the bottom. “USA” is superimposed in white in the upper left corner of the painting detail, and “FOREVER” is printed in white reading down from the upper right corner.</p><p>The USPS announcement notes the availability of a die-cut press sheet of 160 stamps (eight double-sided panes of 20) for $75.20. The press sheet quantity issued was not revealed.</p><p>The stamps are offset-printed by Ashton Potter USA, with 300 million stamps issued.</p><p>Nondenominated (47¢) Florentine Madonna and Child forever stamp double-sided pane of 20<br />FIRST DAY— Oct. 18, 2016; city— Washington, D.C., and nationwide.</p><p>DESIGN: artist— existing art by a follower of Fra Filippo Lippi and Pesellino; art director and designer— William J. Gicker, Washington, D.C.; typographer— Greg Breeding, Charlottesville, Va. modeler— Joseph Sheeran.</p><p>This Christmas stamp features a detail of Madonna and Child, a 15th-century tempera-on-panel painting.</p><p>Clad with a white veil over her head and a red garment trimmed in gold and partially covered with a gold-trimmed blue cloak, a haloed Virgin Mary gazes downward and to the right, looking at a blond, haloed Christ Child while placing her right hand on his shoulder. Behind both figures is a hedge of pink and white roses, with blue sky visible through their thorny, leafy stalks.</p><p>Dated to circa 1470, the painting is in the Widener Collection at the National Gallery of Art in Washington, D.C. Its anonymous artist is known only as a Follower of Fra Filippo Lippi and Pesellino. The art director for this stamp was William J. Gicker.</p><p>The Florentine Madonna and Child stamps are being issued as a Forever stamp. Forever stamps are always equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2016, All Stamps, Booklet, Commemorative Stamps, Format Stamps, Kids Stamps, Stamp Themes",198,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/28-2016圣母玛丽亚-570x570-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/MadonnaAndChild_large-story-1000x1000h.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Florentine-Madonna-and-Child-Stamps-570x570-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/28-2016圣母玛丽亚-1-570x570-1.jpg",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
stamp1071,2022 U.S Commemoration[5 roll of 500 ],2022 U.S Commemoration[5 roll of 500 ],"<div><div><p>The Postal Service continues its tradition of celebrating the 2022 US flag with this stamps, which will be available in panes of 20, booklets of 20, and coils of 100, 3,000 and 10,000. The stamp art is a painting of three flags in a circular formation, reminiscent of the 50 flags encircling the Washington Monument. The artist used three photographs of the same flag taken seconds apart as reference and stitched together the images into a single composition. Laura Stutzman was the stamp designer and illustrator. Ethel Kessler was the art director.</p><p>Forever stamps will always be equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2022, All Stamps, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale",183,116.88,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/resize_m_lfit_w_936111.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/f2-550x550-2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/5-550x550-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/1-550x550-1.jpg",,,,
stamp1072,2017 U.S Commemoration[5 roll of 500 ],2017 U.S Commemoration[5 roll of 500 ],"<p>With this new 2017 stamp, the Postal Service celebrates the American flag, the most recognizable symbol of our nation. Since its creation in the late 18th century, the Stars and Stripes has flown proudly through war and peace, stateside and abroad, and even on the surface of the moon. U.S.Flag is being issued as a Forever flag stamp. This postage stamp will always be equal in value to the current First-Class Mail@one-ounce price.</p><p>The vintage stamps feature a U.S.flag, one of several on the flagpoles near the end of Chicago’s Navy Pier, waving in a May breeze. According to the code of flag etiquette, the flag should be displayed from sunrise to sunset every day. Moreover, “when a patriotic effect is desired,” the flag can be flown through the night if properly lit. Art director Antonio Alcala took the photograph that is featured on the stamp.</p><p>Today the American flag waves proudly during the day outside government offices, schools, military bases, and local Post OfficeRfacilities. Fifty flags, one for each state, are on display around the base of the Washington Monument 24 hours a day, while two flags stand to watch day and night over the Capitol Buiding in Washington, D.C. The quiet dignity of Old Glory, seen at public and private sites around the country, calls to mind the values of liberty and justice represented by the nation’s flag.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Flag, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale",125,116.88,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/resize_m_lfit_w_93611.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/01-2017国旗卷.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/575d66-1000x1000-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/5-1000x1000-1.jpg",,,,
stamp1073,2018 U.S. Commemoration[5 roll of 500 ],2018 U.S. Commemoration[5 roll of 500 ],"<p>The U.S. Postal Service continues its tradition of celebrating the U.S. flag with this new stamp in coils of 100.</p><p>Reminiscent of the 50 flags encircling the Washington Monument, these three U.S. flags are shown as if on poles arranged in a circular formation. The flags, shown from a low-angle perspective, billowing in the wind, evoke a sense of reverence and honor.</p><p>The American flag has long symbolized the strength and spirit of our nation. In 1916, President Woodrow Wilson issued a proclamation establishing June 14 as Flag Day, which Congress officially designated in August 1949. Today, the American flag remains a powerful symbol.</p><p>Laura Stutzman was the 2018 US Flag stamps designer and illustrator. Ethel Kessler was the art director.</p><p>The 2018 US Flag stamps is being issued as a Forever® stamp. This Forever stamp will always be equal in value to the current First-Class Mail® one-ounce price.</p><p>Made in the USA.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2018, All Stamps, Flag, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale, Years",191,116.88,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/resize_m_lfit_w_9366.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/4896853-1000x1000-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/02-2018国旗卷.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/12-1000x1000-1.jpg",,,,
stamp1074,2019 U.S. Commemoration Coil[5 roll of 500 ],2019 U.S. Commemoration Coil[5 roll of 500 ],"<p>The U.S. Postal Service continues its tradition of celebrating the U.S. flag with this new stamp in coils of 100.</p><p>Reminiscent of the 50 flags encircling the Washington Monument, these three U.S. flags are shown as if on poles arranged in a circular formation. The flags, shown from a low-angle perspective, billowing in the wind, evoke a sense of reverence and honor.</p><p>The American flag has long symbolized the strength and spirit of our nation. In 1916, President Woodrow Wilson issued a proclamation establishing June 14 as Flag Day, which Congress officially designated in August 1949. Today, the American flag remains a powerful symbol.</p><p>Laura Stutzman was the stamp designer and illustrator. Ethel Kessler was the art director.</p><p>The U.S. Flags stamp is being issued as a Forever® stamp. This Forever stamp will always be equal in value to the current First-Class Mail® one-ounce price.</p><p>Made in the USA.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2019, All Stamps, Flag, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale",164,116.88,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/5.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/2019国旗卷3-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/企业微信截图_16636394784242.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/2019国旗卷2.jpg",,,,
stamp1075,2022 U.S Commemoration[10 roll of 1000 ],2022 U.S Commemoration[10 roll of 1000 ],"<div><div><p>The Postal Service continues its tradition of celebrating the 2022 US flag with this stamps, which will be available in panes of 20, booklets of 20, and coils of 100, 3,000 and 10,000. The stamp art is a painting of three flags in a circular formation, reminiscent of the 50 flags encircling the Washington Monument. The artist used three photographs of the same flag taken seconds apart as reference and stitched together the images into a single composition. Laura Stutzman was the stamp designer and illustrator. Ethel Kessler was the art director.</p><p>Forever stamps will always be equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2022, All Stamps, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale",140,199.94,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/resize_m_lfit_w_93622.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/f2-550x550-2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/5-550x550-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/1-550x550-1.jpg",,,,
stamp1076,2017 U.S Commemoration[10 roll of 1000 ],2017 U.S Commemoration[10 roll of 1000 ],"<p>With this new 2017 stamp, the Postal Service celebrates the American flag, the most recognizable symbol of our nation. Since its creation in the late 18th century, the Stars and Stripes has flown proudly through war and peace, stateside and abroad, and even on the surface of the moon. U.S.Flag is being issued as a Forever flag stamp. This postage stamp will always be equal in value to the current First-Class Mail@one-ounce price.</p><p>The vintage stamps feature a U.S.flag, one of several on the flagpoles near the end of Chicago’s Navy Pier, waving in a May breeze. According to the code of flag etiquette, the flag should be displayed from sunrise to sunset every day. Moreover, “when a patriotic effect is desired,” the flag can be flown through the night if properly lit. Art director Antonio Alcala took the photograph that is featured on the stamp.</p><p>Today the American flag waves proudly during the day outside government offices, schools, military bases, and local Post OfficeRfacilities. Fifty flags, one for each state, are on display around the base of the Washington Monument 24 hours a day, while two flags stand to watch day and night over the Capitol Buiding in Washington, D.C. The quiet dignity of Old Glory, seen at public and private sites around the country, calls to mind the values of liberty and justice represented by the nation’s flag.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Flag, Flag Stamps, Format Stamps, Patriotic Stamps, Roll, Wholesale",160,199.94,,"https://usforeverstampshop.com/wp-content/uploads/2023/01/resize_m_lfit_w_9360.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/01-2017国旗卷.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/575d66-1000x1000-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/5-1000x1000-1.jpg",,,,
